price,total_sqft,location,area_type,size,availability,bath,balcony,society,SwimmingPool,ShoppingMall,School,CarParking,Hospital
7991000,2400,Anna Nagar,Plot  Area,3 Bedroom,Ready To Move,5,9,,9,9,9,9,9
4138000,1567,Manapakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
3134000,1335,Vandalur,Plot  Area,7 Bedroom,Ready To Move,3,9,,9,9,9,9,9
5278000,825,Perumbakkam,Super built-up  Area,2 BHK,18-Apr,2,9,,9,9,9,9,9
32000000,1035,Manapakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
23000000,1580,Besant Nagar,Super built-up  Area,1 BHK,18-Aug,3,9,,9,9,9,9,9
38000000,1275,Kilpauk,Carpet  Area,2 BHK,18-Dec,3,9,,9,9,9,9,9
20099999,2050,Anna Nagar,Super built-up  Area,2 BHK,21-Dec,3,9,,9,9,9,9,9
30000000,1160,Anna Nagar,Built-up  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3679999,2145,Egmore,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
3822999,1150,Tiruporur Near Kelambakkam,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
4431000,1062,tambaram west,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
28000000,1231,tambaram west,Built-up  Area,2 BHK,17-Sep,3,9,,9,9,9,9,9
31000000,1704,Egmore,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
26000000,2610,Adyar,Super built-up  Area,2 BHK,Ready To Move,4,9,,9,9,9,9,9
14300000,1565,Annanagar West,Plot  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
8417000,1334,Saidapet,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
30400000,1295,Navallur,Super built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
3634000,1851,Raja Annamalai Puram,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
2142000,920,Perumbakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
21000000,612,Kelambakkam,Plot  Area,4 Bedroom,Ready To Move,1,9,,9,9,9,9,9
7800000,2062,Anna Nagar,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
35000000,1300,Thoraipakkam OMR,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
2334000,2030,Anna Nagar,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
4920000,753,Thalambur,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
15000000,1245,Perumbakkam,Super built-up  Area,1 BHK,Ready To Move,3,9,,9,9,9,9,9
17900000,1575,Thoraipakkam OMR,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4819000,1788,Thoraipakkam OMR,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
5420000,967,Perumbakkam,Plot  Area,5 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5956000,1207,Perumbakkam,Built-up  Area,2 Bedroom,Ready To Move,3,9,,9,9,9,9,9
9130000,1254,Pallikaranai,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3843000,1922,Pallikaranai,Plot  Area,7 Bedroom,Ready To Move,3,9,,9,9,9,9,9
7134000,1220,Thalambur,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
7579000,1710,Kelambakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
43200000,1166,Iyappanthangal,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
11900000,2056,Nungambakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
4798000,1825,Iyappanthangal,Plot  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
8644000,1263,Perumbakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
6389000,1358,Velappanchavadi,Super built-up  Area,1 RK,20-Aug,3,9,,9,9,9,9,9
5265000,983,Velappanchavadi,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
12000000,1170,Kattupakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
4635000,1030,Choolaimedu,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4635000,872,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3499000,872,Ambattur,Super built-up  Area,2 BHK,19-Dec,2,9,,9,9,9,9,9
3499000,775,Madambakkam,Built-up  Area,6 Bedroom,Ready To Move,2,9,,9,9,9,9,9
7200000,775,Madambakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
7400000,1220,Madipakkam,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
6018000,1310,Madipakkam,Built-up  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
9738000,1020,Madipakkam,Plot  Area,2 Bedroom,Ready To Move,2,9,,9,9,9,9,9
4800000,1855,Madipakkam,Plot  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
5800000,1053,Guduvancheri,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6200000,1090,Guduvancheri,Super built-up  Area,3 BHK,20-Dec,3,9,,9,9,9,9,9
4700000,1170,Guduvancheri,Built-up  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
4600000,976,Guduvancheri,Plot  Area,6 Bedroom,Ready To Move,3,9,,9,9,9,9,9
4000000,952,Guduvancheri,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
4125000,800,Sunnambu Kolathur S Kolathur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3881000,825,Sunnambu Kolathur S Kolathur,Plot  Area,2 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3881000,721,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5808000,721,Ambattur,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5808000,939,Ambattur,Plot  Area,,Immediate Possession,2,9,,9,9,9,9,9
5737000,939,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3881000,927,Ambattur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3881000,721,Ambattur,Super built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
4635000,721,Ambattur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3000000,872,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6800000,855,Perumbakkam,Plot  Area,9 Bedroom,Ready To Move,2,9,,9,9,9,9,9
4587000,1158,Velachery,Carpet  Area,3 BHK,18-Dec,3,9,,9,9,9,9,9
4864000,976,Kattupakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
2486000,1035,Kattupakkam,Super built-up  Area,2 BHK,18-May,2,9,,9,9,9,9,9
4573000,529,Kattupakkam,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
6770999,973,Kattupakkam,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5734000,1110,Mogappair,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
8052000,940,Mogappair,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
7442000,1320,Mogappair,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
7869000,1220,Mogappair,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
5764000,1290,Mogappair,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
7686000,945,Mogappair,Built-up  Area,9 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5642000,1260,Mogappair,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
7436000,925,Mogappair,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6913000,1352,Manapakkam,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
8540000,1257,Manapakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5692000,1400,Mogappair,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
2740000,1035,Manapakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6343000,563,Thiruverkadu,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
5542000,1337,Thiruverkadu,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
5555000,1165,Thiruverkadu,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5519000,1010,Mugalivakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
11500000,1160,Thiruverkadu,Super built-up  Area,2 BHK,18-Apr,2,9,,9,9,9,9,9
2777000,2096,Mugalivakkam,Super built-up  Area,1 BHK,21-Jun,4,9,,9,9,9,9,9
8563000,571,Thiruverkadu,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
4793000,1557,Mugalivakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
2763000,1004,Thiruverkadu,Built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
9226000,568,Thiruverkadu,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
2703000,1633,Mugalivakkam,Plot  Area,3 Bedroom,Ready To Move,3,9,,9,9,9,9,9
5630000,555,Thiruverkadu,Plot  Area,1 Bedroom,Ready To Move,1,9,,9,9,9,9,9
5756000,1184,Thiruverkadu,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
2726000,1211,Thiruverkadu,Plot  Area,1 Bedroom,Ready To Move,2,9,,9,9,9,9,9
8227000,560,Thiruverkadu,Super built-up  Area,3 BHK,18-Dec,1,9,,9,9,9,9,9
3306000,1307,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
8270999,538,Karapakkam,Super built-up  Area,3 BHK,Ready To Move,1,9,,9,9,9,9,9
6567000,1314,Karapakkam,Super built-up  Area,4 BHK,18-May,3,9,,9,9,9,9,9
8548000,1027,Karapakkam,Super built-up  Area,3 BHK,18-Mar,2,9,,9,9,9,9,9
6548000,1358,Karapakkam,Super built-up  Area,2 BHK,18-Dec,3,9,,9,9,9,9,9
16900000,1024,Karapakkam,Built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
9826000,2686,Karapakkam,Super built-up  Area,3 BHK,18-Dec,4,9,,9,9,9,9,9
8158000,1561,Karapakkam,Plot  Area,2 Bedroom,Ready To Move,3,9,,9,9,9,9,9
9857000,1296,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
11500000,1566,Karapakkam,Plot  Area,9 Bedroom,Ready To Move,3,9,,9,9,9,9,9
9845000,1829,Karapakkam,Super built-up  Area,1 BHK,19-Dec,3,9,,9,9,9,9,9
12200000,1564,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
16600000,1944,Karapakkam,Built-up  Area,4 BHK,Ready To Move,3,9,,9,9,9,9,9
3372999,2640,Karapakkam,Super built-up  Area,2 BHK,Ready To Move,4,9,,9,9,9,9,9
16500000,549,Karapakkam,Plot  Area,,Immediate Possession,1,9,,9,9,9,9,9
16399999,2630,Karapakkam,Plot  Area,4 Bedroom,Ready To Move,4,9,,9,9,9,9,9
10000000,2616,Karapakkam,Plot  Area,4 Bedroom,Ready To Move,4,9,,9,9,9,9,9
8029000,1599,Karapakkam,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
6380000,2140,Thalambur,Plot  Area,1 Bedroom,Ready To Move,4,9,,9,9,9,9,9
4659000,1702,Thalambur,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
4699000,1277,Thalambur,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
4260000,1288,Thalambur,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
8048999,1166,Thalambur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6360000,2146,Thalambur,Super built-up  Area,2 BHK,Ready To Move,4,9,,9,9,9,9,9
5808000,1697,Thalambur,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
5737000,939,Ambattur,Plot  Area,6 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3881000,927,Ambattur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3881000,721,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3881000,721,Ambattur,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
4635000,721,Ambattur,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4635000,872,Ambattur,Plot  Area,5 Bedroom,Ready To Move,2,9,,9,9,9,9,9
6700000,872,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6700000,1123,Iyappanthangal,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5200000,1123,Iyappanthangal,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3432000,811,Kovilambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4171000,722,Ullagaram,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3789000,869,Nanmangalam,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3789000,815,Vellakkal,Built-up  Area,7 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5412000,815,Vellakkal,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4248000,984,Nanmangalam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4040999,817,Nanmangalam,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4040999,898,Nanmangalam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4694000,898,Nanmangalam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4344000,978,Nanmangalam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4344000,905,Nanmangalam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4536000,905,Nanmangalam,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
4536000,945,Nanmangalam,Super built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
3321000,945,Nanmangalam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3474000,738,Nanmangalam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3321000,772,Nanmangalam,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3461000,738,Nanmangalam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5808000,721,Ullagaram,Super built-up  Area,2 BHK,18-Dec,2,9,,9,9,9,9,9
3945000,939,Ambattur,Plot  Area,3 Bedroom,18-Apr,2,9,,9,9,9,9,9
3782000,822,Nanmangalam,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
4314000,788,Nanmangalam,Super built-up  Area,2 BHK,17-Dec,2,9,,9,9,9,9,9
3974000,915,Avadi,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3906000,840,Avadi,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4314000,825,Avadi,Super built-up  Area,2 BHK,20-Dec,2,9,,9,9,9,9,9
3838000,915,Avadi,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4292000,810,Avadi,Built-up  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5112000,910,Avadi,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3653000,1065,Nanmangalam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3653000,840,Avadi,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3724000,840,Avadi,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5270000,776,Nanmangalam,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
8900000,1098,Nanmangalam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
3000000,1655,Siruseri,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
8214000,700,Thiruverkadu,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3893000,1439,Korattur,Super built-up  Area,2 BHK,18-Nov,3,9,,9,9,9,9,9
10700000,614,Korattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3420000,1909,Korattur,Super built-up  Area,2 BHK,19-Dec,4,9,,9,9,9,9,9
4238000,760,Nanmangalam,Super built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
3709000,831,Nanmangalam,Super built-up  Area,2 BHK,18-Jun,2,9,,9,9,9,9,9
3400000,845,Padur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3500000,855,Perumbakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3881000,855,Perumbakkam,Carpet  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6659999,721,Ambattur,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
6498999,1159,Ayanambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
7753000,1131,Ayanambakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
7458000,1551,Sholinganallur,Plot  Area,7 Bedroom,Ready To Move,3,9,,9,9,9,9,9
8113000,1492,Sholinganallur,Super built-up  Area,2 BHK,18-Aug,3,9,,9,9,9,9,9
10700000,1623,Sholinganallur,Plot  Area,9 Bedroom,Ready To Move,3,9,,9,9,9,9,9
7968000,2154,Sholinganallur,Super built-up  Area,2 BHK,Ready To Move,4,9,,9,9,9,9,9
9100000,1594,Sholinganallur,Built-up  Area,4 Bedroom,Ready To Move,3,9,,9,9,9,9,9
3892000,901,Nanganallur,Carpet  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3721000,772,Nanmangalam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3761999,768,Nanmangalam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5366000,836,Nanmangalam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4139000,1118,Nanmangalam,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
3436999,881,Nanmangalam,Plot  Area,7 Bedroom,Ready To Move,2,9,,9,9,9,9,9
11000000,763,Nanmangalam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
7000000,1450,Velachery,Super built-up  Area,2 BHK,18-Aug,3,9,,9,9,9,9,9
12500000,1070,Velachery,Built-up  Area,1 BHK,Ready To Move,2,9,,9,9,9,9,9
17000000,1050,Thiruvanmiyur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3100000,1450,Adyar,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
30000000,702,Poonamallee,Built-up  Area,4 BHK,Ready To Move,2,9,,9,9,9,9,9
4635000,3000,Triplicane,Super built-up  Area,3 BHK,18-Dec,2,9,,9,9,9,9,9
5808000,872,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5808000,939,Ambattur,Plot  Area,2 Bedroom,18-Apr,2,9,,9,9,9,9,9
3924000,939,Ambattur,Plot  Area,5 Bedroom,Ready To Move,2,9,,9,9,9,9,9
3244000,872,Ambattur,Super built-up  Area,2 BHK,18-Aug,2,9,,9,9,9,9,9
9068000,721,Ambattur,Super built-up  Area,2 BHK,22-May,2,9,,9,9,9,9,9
2700000,1110,Mogappair,Plot  Area,3 Bedroom,Ready To Move,3,9,,9,9,9,9,9
5700000,626,Kelambakkam,Super built-up  Area,3 BHK,18-Jul,2,9,,9,9,9,9,9
9500000,1147,Padur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
7800000,2020,Navallur,Built-up  Area,2 BHK,Ready To Move,4,9,,9,9,9,9,9
3881000,1699,Navallur,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
3881000,721,Ambattur,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5506000,721,Ambattur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3924000,927,Ambattur,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3924000,872,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
7900000,872,Ambattur,Super built-up  Area,5 BHK,Ready To Move,2,9,,9,9,9,9,9
5737000,1441,Padur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5737000,927,Ambattur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3881000,927,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3986999,721,Ambattur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3621000,886,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3428000,1050,Kelambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4352000,994,Kelambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4604000,1262,Kelambakkam,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
8400000,1335,Kelambakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
11500000,1504,Navallur,Built-up  Area,2 BHK,18-Aug,3,9,,9,9,9,9,9
9510000,2021,Navallur,Super built-up  Area,2 BHK,Ready To Move,4,9,,9,9,9,9,9
6611000,1650,Navallur,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
6312000,1158,Navallur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
10300000,1058,Navallur,Super built-up  Area,1 BHK,18-Jun,2,9,,9,9,9,9,9
2899000,1699,Navallur,Built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
7800000,745,Poonamallee,Built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3300000,1234,Vengaivasal,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
12500000,855,Perumbakkam,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3244000,1060,Thiruvanmiyur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4999000,721,Ambattur,Super built-up  Area,2 BHK,18-Apr,2,9,,9,9,9,9,9
3027000,1005,Kovilambakkam,Plot  Area,2 Bedroom,Ready To Move,3,9,,9,9,9,9,9
17000000,865,Tiruporur Near Kelambakkam,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
4605000,2000,Adyar,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
3881000,872,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
29200000,721,Ambattur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
8763000,5037,Kanathur Reddikuppam,Super built-up  Area,3 BHK,Ready To Move,5,9,,9,9,9,9,9
4999000,5093,Kanathur Reddikuppam,Super built-up  Area,3 BHK,Ready To Move,5,9,,9,9,9,9,9
3750000,1865,Kanathur Reddikuppam,Plot  Area,5 Bedroom,Ready To Move,3,9,,9,9,9,9,9
5821000,930,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5659000,775,Medavakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3115000,1294,Ambattur,Super built-up  Area,2 BHK,19-Dec,3,9,,9,9,9,9,9
12600000,1068,Pallavaram,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3700000,588,Pallavaram,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
5654000,1978,Mogappair,Plot  Area,3 Bedroom,Ready To Move,3,9,,9,9,9,9,9
3700000,850,Avadi,Plot  Area,3 Bedroom,Ready To Move,2,9,,9,9,9,9,9
7492000,1414,Perumbakkam,Plot  Area,2 Bedroom,Ready To Move,3,9,,9,9,9,9,9
2000000,850,Avadi,Super built-up  Area,2 BHK,18-Apr,2,9,,9,9,9,9,9
3600000,1414,Velappanchavadi,Super built-up  Area,1 BHK,18-Aug,3,9,,9,9,9,9,9
7195999,463,Avadi,Super built-up  Area,3 BHK,19-May,1,9,,9,9,9,9,9
3244000,850,Avadi,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5892000,1358,Velappanchavadi,Plot  Area,5 Bedroom,Ready To Move,3,9,,9,9,9,9,9
12000000,721,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
12000000,1112,Velappanchavadi,Plot  Area,5 Bedroom,Ready To Move,2,9,,9,9,9,9,9
5426000,1200,Adyar,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
4882000,1200,Adyar,Super built-up  Area,3 BHK,18-Feb,3,9,,9,9,9,9,9
4820000,1024,Velappanchavadi,Super built-up  Area,4 BHK,18-Jul,2,9,,9,9,9,9,9
3924000,939,Ambattur,Plot  Area,1 Bedroom,18-Apr,2,9,,9,9,9,9,9
3924000,927,Ambattur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
3881000,872,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3244000,872,Ambattur,Super built-up  Area,3 BHK,Ready To Move,2,9,,9,9,9,9,9
5263000,721,Ambattur,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
2059000,721,Ambattur,Built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
3244000,1462,Agaramthen,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
5858000,572,Agaramthen,Super built-up  Area,2 BHK,Ready To Move,1,9,,9,9,9,9,9
3881000,721,Ambattur,Built-up  Area,3 BHK,18-Dec,2,9,,9,9,9,9,9
8941000,1160,Kovur,Super built-up  Area,3 BHK,18-Apr,2,9,,9,9,9,9,9
4757000,721,Ambattur,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
4051000,1374,Padi,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
4449000,865,Manikandan Nagar,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6616000,719,Kovilambakkam,Super built-up  Area,2 BHK,Ready To Move,2,9,,9,9,9,9,9
6616000,809,Kovilambakkam,Plot  Area,4 Bedroom,18-Dec,2,9,,9,9,9,9,9
4190000,1203,Kovilambakkam,Built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
11000000,1203,Kovilambakkam,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
7300000,764,Manikandan Nagar,Plot  Area,4 Bedroom,Ready To Move,2,9,,9,9,9,9,9
7300000,1775,Mugalivakkam,Super built-up  Area,3 BHK,Ready To Move,3,9,,9,9,9,9,9
3800000,1466,Guduvancheri,Super built-up  Area,2 BHK,Ready To Move,3,9,,9,9,9,9,9
