price,area1,location,area_type,size,availability,bath,balcony,society,ShoppingMall,Intercom,ATM,School,CarParking,Hospital,YearBuilt,YearRemodAdd,MoSold,YrSold,LotFrontage,1stFlrSF,2ndFlrSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,KitchenAbvGr,total_sqft
5600000,1000,Prabhadevi,Super built-up  Area,2 BHK,18-Jul,2,9,Crawfor,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1600
12600000,3000,Andheri West,Plot  Area,3 Bedroom,Ready To Move,4,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,3600
5250000,900,Mira Road East,Super built-up  Area,3 BHK,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1500
4375000,650,Mira Road East,Plot  Area,5 Bedroom,Ready To Move,1,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
7350000,1500,Mira Road East,Super built-up  Area,2 BHK,21-May,3,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2100
5880000,1080,Mira Road East,Super built-up  Area,4 BHK,Ready To Move,2,9,NWAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1680
4620000,720,Mira Road East,Built-up  Area,1 BHK,Ready To Move,1,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1320
3675000,450,Kharodi,Super built-up  Area,1 BHK,19-Mar,1,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1050
5901000,1086,Wadala,Super built-up  Area,4 BHK,18-May,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1686
5337500,925,Wadala,Super built-up  Area,2 BHK,Ready To Move,2,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1525
3867500,505,Wadala,Super built-up  Area,2 BHK,Ready To Move,1,9,SawyerW,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1105
5761000,1046,Ghatkopar West,Super built-up  Area,3 BHK,19-Mar,3,9,MeadowV,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1646
7374500,1507,Ghatkopar West,Built-up  Area,3 BHK,Ready To Move,4,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2107
6510000,1260,Thane West,Super built-up  Area,3 BHK,19-Dec,2,9,Edwards,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1860
6440000,1240,Thane West,Super built-up  Area,3 BHK,Ready To Move,2,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1840
6405000,1230,Thane West,Built-up  Area,1 Bedroom,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1830
4361000,646,Borivali West,Super built-up  Area,2 BHK,Ready To Move,2,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1246
5796000,1056,Borivali West,Built-up  Area,5 Bedroom,Ready To Move,3,9,SWISU,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1656
5103000,858,Borivali East,Super built-up  Area,2 BHK,19-Mar,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1458
5750500,1043,Borivali East,Super built-up  Area,2 BHK,Ready To Move,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1643
4721500,749,Thane West,Super built-up  Area,3 BHK,Ready To Move,1,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1349
4711000,746,Thane West,Super built-up  Area,2 BHK,Ready To Move,1,9,IDOTRR,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1346
6090000,1140,Thane West,Super built-up  Area,3 BHK,Ready To Move,2,9,StoneBr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1740
6090000,1140,Thane West,Super built-up  Area,3 BHK,Ready To Move,2,9,BrkSide,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1740
4574500,707,Andheri West,Super built-up  Area,4 BHK,Ready To Move,2,9,NWAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1307
5404000,944,Andheri West,Super built-up  Area,3 BHK,Ready To Move,3,9,SWISU,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1544
4249000,614,Kandivali East,Built-up  Area,3 BHK,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1214
5964000,1104,Juhu,Built-up  Area,3 BHK,Ready To Move,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1704
4501000,686,Ghatkopar West,Super built-up  Area,2 BHK,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1286
6237000,1182,Ghatkopar West,Plot  Area,4 Bedroom,Ready To Move,3,9,BrDale,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1782
4725000,750,Ville Parle West,Plot  Area,3 Bedroom,Ready To Move,2,9,NoRidge,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1350
7770000,1620,Wadala,Super built-up  Area,2 BHK,Ready To Move,3,9,SawyerW,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2220
4392500,655,Badlapur East,Super built-up  Area,2 BHK,Ready To Move,1,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1255
4392500,655,Badlapur East,Plot  Area,3 Bedroom,Ready To Move,1,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1255
4392500,655,Badlapur East,Super built-up  Area,2 BHK,Ready To Move,1,9,NridgHt,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1255
4392500,655,Badlapur East,Plot  Area,3 Bedroom,Ready To Move,1,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1255
4550000,700,Badlapur West,Super built-up  Area,2 BHK,22-Dec,1,9,NWAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1300
5320000,920,Badlapur East,Super built-up  Area,3 BHK,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1520
4550000,700,Badlapur East,Super built-up  Area,2 BHK,Ready To Move,1,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1300
4235000,610,Vangani,Super built-up  Area,2 BHK,Ready To Move,1,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1210
4392500,655,Badlapur East,Super built-up  Area,2 BHK,Ready To Move,1,9,NridgHt,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1255
4970000,820,Badlapur East,Super built-up  Area,2 BHK,Ready To Move,2,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1420
5285000,910,Ambernath West,Plot  Area,4 Bedroom,Ready To Move,2,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1510
4025000,550,Ambernath West,Super built-up  Area,2 BHK,18-Aug,1,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1150
5320000,920,Badlapur East,Built-up  Area,1 BHK,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1520
4375000,650,Badlapur West,Super built-up  Area,2 BHK,Ready To Move,1,9,IDOTRR,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
6195000,1170,Mira Road East,Super built-up  Area,2 BHK,Ready To Move,2,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1770
5691000,1026,Mira Road East,Built-up  Area,3 BHK,Ready To Move,2,9,Edwards,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1626
6793500,1341,Mira Road East,Built-up  Area,2 BHK,Ready To Move,3,9,Edwards,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1941
4585000,710,Mira Road East,Super built-up  Area,2 BHK,Ready To Move,1,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1310
5635000,1010,Mira Road East,Super built-up  Area,3 BHK,18-Feb,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1610
4812500,775,Mira Road East,Built-up  Area,2 BHK,20-Dec,1,9,Blmngtn,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1375
4525500,693,Mira Road East,Super built-up  Area,2 BHK,Ready To Move,1,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1293
5502000,972,Mira Road East,Super built-up  Area,3 BHK,Ready To Move,2,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1572
6951000,1386,Mira Road East,Super built-up  Area,2 BHK,18-May,3,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1986
4858000,788,Mira Road East,Super built-up  Area,4 BHK,Ready To Move,1,9,SWISU,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1388
6877500,1365,Mira Road East,Super built-up  Area,2 BHK,19-Dec,3,9,Mitchel,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1965
5761000,1046,Mira Road East,Super built-up  Area,3 BHK,21-Mar,2,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1646
4585000,710,Mira Road East,Super built-up  Area,3 BHK,Ready To Move,1,9,SawyerW,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1310
5596500,999,Bhayandar East,Built-up  Area,4 BHK,Ready To Move,2,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1599
4469500,677,Mira Road East,Super built-up  Area,3 BHK,Ready To Move,1,9,BrkSide,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1277
4620000,720,Mira Road East,Plot  Area,6 Bedroom,Ready To Move,1,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1320
5810000,1060,Mira Road East,Plot  Area,2 Bedroom,Ready To Move,2,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1660
5635000,1010,Mira Road East,Built-up  Area,6 Bedroom,Ready To Move,2,9,Mitchel,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1610
4620000,720,Mira Road East,Super built-up  Area,3 BHK,Ready To Move,1,9,BrkSide,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1320
4830000,780,Mira Road East,Super built-up  Area,4 BHK,18-Jun,1,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1380
4655000,730,Mira Road East,Super built-up  Area,2 BHK,Ready To Move,1,9,NWAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1330
5768000,1048,Mira Road East,Super built-up  Area,3 BHK,18-May,2,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1648
5537000,982,Mira Road East,Super built-up  Area,2 BHK,18-Jul,2,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1582
4795000,770,Mira Road East,Super built-up  Area,2 BHK,Ready To Move,1,9,Edwards,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1370
5670000,1020,Mira Road East,Super built-up  Area,2 BHK,Ready To Move,2,9,BrkSide,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1620
4725000,750,Mira Road East,Super built-up  Area,2 BHK,Ready To Move,1,9,SawyerW,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1350
4273500,621,Shil Phata,Super built-up  Area,1 BHK,19-Dec,2,9,Crawfor,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1221
3937500,525,Shil Phata,Built-up  Area,4 BHK,Ready To Move,2,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1125
3584000,424,Shil Phata,Super built-up  Area,4 BHK,Ready To Move,1,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1024
5330500,923,Andheri West,Built-up  Area,1 BHK,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1523
5355000,930,Andheri West,Super built-up  Area,16 BHK,Ready To Move,2,9,Edwards,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1530
5652500,1015,Dombivli (West),Plot  Area,4 Bedroom,Ready To Move,2,9,Crawfor,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1615
6506500,1259,Ville Parle West,Super built-up  Area,3 BHK,Ready To Move,3,9,IDOTRR,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1859
3150000,300,Borivali West,Super built-up  Area,2 BHK,Ready To Move,1,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,900
3675000,450,Ulwe,Super built-up  Area,4 BHK,Ready To Move,1,9,Veenker,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1050
4574500,707,Khar,Super built-up  Area,2 BHK,19-Aug,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1307
6282500,1195,Khar,Super built-up  Area,2 BHK,Ready To Move,3,9,NridgHt,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1795
5012000,832,Bandra Kurla Complex,Super built-up  Area,2 BHK,Ready To Move,2,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1432
5477500,965,Bandra Kurla Complex,Built-up  Area,2 BHK,18-Jul,3,9,NWAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1565
6475000,1250,Andheri West,Built-up  Area,3 BHK,Ready To Move,2,9,NPkVill,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1850
11900000,2800,Juhu,Super built-up  Area,3 BHK,Ready To Move,4,9,Crawfor,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,3400
4375000,650,Sector 5 Ulwe,Built-up  Area,3 BHK,Ready To Move,1,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4375000,650,Ulwe,Super built-up  Area,3 BHK,Ready To Move,1,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
5775000,1050,Ulwe,Plot  Area,3 Bedroom,Ready To Move,2,9,Veenker,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1650
3570000,420,Andheri West,Super built-up  Area,2 BHK,19-Jun,1,9,NridgHt,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1020
4151000,586,Andheri West,Super built-up  Area,2 BHK,16-Jul,2,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1186
4375000,650,Ulwe,Super built-up  Area,3 BHK,Ready To Move,1,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4375000,650,Ulwe,Super built-up  Area,3 BHK,Ready To Move,1,9,Edwards,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4375000,650,Ulwe,Super built-up  Area,2 BHK,Ready To Move,1,9,NoRidge,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4375000,650,Ulwe,Super built-up  Area,2 BHK,19-Aug,1,9,Mitchel,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
5775000,1050,Ulwe,Super built-up  Area,2 BHK,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1650
4375000,650,Ulwe,Built-up  Area,4 BHK,Ready To Move,1,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4130000,580,Borivali West,Super built-up  Area,3 BHK,Ready To Move,1,9,ClearCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1180
4025000,550,Kandivali East,Super built-up  Area,3 BHK,Ready To Move,1,9,Crawfor,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1150
4760000,760,Borivali West,Super built-up  Area,3 BHK,Ready To Move,2,9,NoRidge,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1360
3325000,350,Vasai West,Super built-up  Area,3 BHK,19-Mar,1,9,Mitchel,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,950
4375000,650,Borivali West,Super built-up  Area,2 BHK,Ready To Move,1,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4375000,650,Borivali West,Plot  Area,4 Bedroom,Ready To Move,1,9,Crawfor,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4235000,610,Borivali West,Super built-up  Area,2 BHK,21-Mar,1,9,Edwards,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1210
4147500,585,Vikhroli West,Plot  Area,3 Bedroom,Ready To Move,1,9,Timber,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1185
4200000,600,Vikhroli West,Plot  Area,4 Bedroom,Ready To Move,1,9,Crawfor,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1200
5250000,900,Borivali West,Super built-up  Area,2 BHK,Ready To Move,2,9,NoRidge,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1500
7700000,1600,Borivali West,Super built-up  Area,4 BHK,Ready To Move,3,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2200
4375000,650,Borivali West,Super built-up  Area,2 BHK,Ready To Move,1,9,Timber,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
6825000,1350,Borivali West,Super built-up  Area,1 BHK,Ready To Move,3,9,Edwards,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1950
4217500,605,Kandivali West,Plot  Area,3 Bedroom,18-Jul,1,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1205
4252500,615,Virar East,Super built-up  Area,3 BHK,Ready To Move,1,9,NoRidge,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1215
4252500,615,Virar East,Plot  Area,4 Bedroom,Ready To Move,1,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1215
9254000,2044,Worli,Plot  Area,4 Bedroom,Ready To Move,3,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2644
5425000,950,Kalyan West,Built-up  Area,2 BHK,18-Aug,2,9,Mitchel,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1550
5106500,859,Andheri East,Super built-up  Area,2 BHK,19-Nov,3,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1459
5491500,969,Andheri East,Super built-up  Area,3 BHK,22-May,3,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1569
4585000,710,Malad West,Built-up  Area,1 Bedroom,Ready To Move,2,9,Mitchel,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1310
5652500,1015,Bhandup West,Super built-up  Area,3 BHK,18-Apr,3,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1615
6209000,1174,Andheri West,Super built-up  Area,3 BHK,Ready To Move,3,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1774
6226500,1179,Andheri West,Super built-up  Area,3 BHK,Ready To Move,3,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1779
6233500,1181,Andheri West,Super built-up  Area,2 BHK,18-Aug,3,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1781
6419000,1234,Andheri West,Super built-up  Area,1 BHK,Ready To Move,3,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1834
7868000,1648,Andheri West,Super built-up  Area,3 BHK,18-May,4,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2248
6667500,1305,Andheri West,Super built-up  Area,2 BHK,18-Mar,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1905
8067500,1705,Andheri West,Super built-up  Area,3 BHK,Ready To Move,4,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2305
6097000,1142,Andheri West,Super built-up  Area,2 BHK,Ready To Move,3,9,BrkSide,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1742
6804000,1344,Andheri West,Super built-up  Area,2 BHK,Ready To Move,3,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1944
7063000,1418,Andheri West,Super built-up  Area,3 BHK,17-Nov,3,9,NWAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2018
6335000,1210,Andheri West,Super built-up  Area,2 BHK,22-Jun,3,9,SawyerW,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1810
7525000,1550,Andheri West,Super built-up  Area,3 BHK,Ready To Move,3,9,SawyerW,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2150
6475000,1250,Andheri West,Plot  Area,7 Bedroom,Ready To Move,3,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1850
4025000,550,Ulwe,Super built-up  Area,1 BHK,Ready To Move,1,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1150
4375000,650,Ulwe,Super built-up  Area,2 BHK,Ready To Move,1,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4375000,650,Ulwe,Super built-up  Area,3 BHK,Ready To Move,1,9,SawyerW,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4375000,650,Ulwe,Super built-up  Area,3 BHK,Ready To Move,1,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4375000,650,Ulwe,Super built-up  Area,1 BHK,21-Jan,1,9,Edwards,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1250
4550000,700,Goregaon West,Super built-up  Area,2 BHK,18-May,1,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1300
4060000,560,Dahisar,Super built-up  Area,2 BHK,20-Dec,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1160
4620000,720,Dahisar,Plot  Area,4 Bedroom,18-Apr,2,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1320
4623500,721,Dahisar,Super built-up  Area,2 BHK,Ready To Move,2,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1321
5775000,1050,Ghatkopar West,Super built-up  Area,2 BHK,Ready To Move,2,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1650
5785500,1053,Ghatkopar West,Super built-up  Area,2 BHK,Ready To Move,2,9,BrkSide,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1653
5789000,1054,Ghatkopar West,Super built-up  Area,2 BHK,Ready To Move,2,9,BrDale,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1654
5789000,1054,Ghatkopar West,Plot  Area,3 Bedroom,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1654
5775000,1050,Ghatkopar West,Super built-up  Area,2 BHK,Ready To Move,2,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1650
5785500,1053,Ghatkopar West,Super built-up  Area,2 BHK,18-Aug,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1653
3185000,310,Malad West,Built-up  Area,1 BHK,Ready To Move,1,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,910
4112500,575,Thane West,Super built-up  Area,3 BHK,Ready To Move,1,9,Gilbert,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1175
7000000,1400,Thane West,Built-up  Area,1 BHK,Ready To Move,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2000
5530000,980,Powai,Super built-up  Area,2 BHK,Ready To Move,2,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1580
6650000,1300,Thane West,Plot  Area,6 Bedroom,Ready To Move,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1900
3675000,450,Ville Parle East,Super built-up  Area,2 BHK,Ready To Move,1,9,NridgHt,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1050
7875000,1650,Thane West,Super built-up  Area,2 BHK,19-Dec,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2250
6825000,1350,Thane West,Super built-up  Area,2 BHK,Ready To Move,3,9,Sawyer,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1950
6825000,1350,Thane West,Plot  Area,4 Bedroom,Ready To Move,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1950
4588500,711,Goregaon West,Super built-up  Area,3 BHK,Ready To Move,2,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1311
5323500,921,Goregaon West,Super built-up  Area,2 BHK,Ready To Move,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1521
5992000,1112,Goregaon West,Plot  Area,5 Bedroom,Ready To Move,3,9,SWISU,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1712
5747000,1042,Wadala East,Built-up  Area,3 BHK,Ready To Move,2,9,Crawfor,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1642
5600000,1000,Dombivali,Super built-up  Area,2 BHK,Ready To Move,2,9,NridgHt,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1600
6300000,1200,Andheri East,Built-up  Area,3 BHK,Ready To Move,3,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1800
10850000,2500,Andheri West,Plot  Area,4 Bedroom,Ready To Move,4,9,SawyerW,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,3100
8575000,1850,Andheri West,Plot  Area,4 Bedroom,18-Mar,3,9,Timber,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2450
4931500,809,Dombivali,Super built-up  Area,3 BHK,Ready To Move,2,9,CollgCr,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1409
3528000,408,Dombivali,Super built-up  Area,3 BHK,Ready To Move,1,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1008
3689000,454,Dombivali,Super built-up  Area,2 BHK,20-Dec,1,9,NWAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1054
5019000,834,Dombivali,Super built-up  Area,3 BHK,Ready To Move,2,9,NridgHt,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1434
4305000,630,Dombivali,Super built-up  Area,3 BHK,Ready To Move,2,9,Crawfor,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1230
4305000,630,Dombivali,Built-up  Area,3 Bedroom,Ready To Move,2,9,NWAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1230
8312500,1775,Thane West,Plot  Area,5 Bedroom,Ready To Move,3,9,Somerst,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,2375
6562500,1275,Thane West,Super built-up  Area,4 BHK,Ready To Move,2,9,Mitchel,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1875
6181000,1166,Thane West,Plot  Area,4 Bedroom,Ready To Move,2,9,OldTown,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1766
6783000,1338,Thane West,Super built-up  Area,3 BHK,18-May,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1938
6013000,1118,Bandra West,Built-up  Area,2 BHK,Ready To Move,3,9,NAmes,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,1718
11025000,2550,Andheri West,Built-up  Area,3 BHK,Ready To Move,4,9,NridgHt,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,3150
